calibrations,residual_count,initial_soc_kwh,final_soc_kwh,calibration_seconds,day_seconds
"[{'theta': array([-9200.95902349, -9426.68558834,     0.        ,  -673.12595516,
           0.        , -2373.14928066,     0.        ]), 'n_active': 4, 'beta1_train': 977.8690364888248, 'beta0_train': 53.20102470887124, 'beta1_val': -625.865338226869, 'beta0_val': -678.3399291372834, 'selected_score': -6.369349263967207, 'evaluations': 185, 'seconds': 0.28081789999851026, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",34,2485.5746087037032,1671.178702962961,0.28081789999851026,0.32134019999648444
"[{'theta': array([ -320.31351309, -4955.40900608,     0.        ,  -583.41223656,
           0.        , -4583.15143494,     0.        ]), 'n_active': 4, 'beta1_train': 530.1199167026795, 'beta0_train': -18.328077283945074, 'beta1_val': 454.47275090735195, 'beta0_val': -406.41260608801576, 'selected_score': -68.12791411960161, 'evaluations': 185, 'seconds': 0.2942559999937657, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",35,1671.178702962961,2270.337270185185,0.2942559999937657,0.34449939998739865
"[{'theta': array([-5449.25652623, -6030.17478385,     0.        ,  -668.41923695,
           0.        , -7158.17984152,     0.        ]), 'n_active': 4, 'beta1_train': 2445.2124084539078, 'beta0_train': 931.4253466179598, 'beta1_val': 205.0519626922898, 'beta0_val': -492.92487265870403, 'selected_score': 811.0461160724877, 'evaluations': 185, 'seconds': 0.2645312999957241, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",36,2270.337270185185,1814.690149444447,0.2645312999957241,0.31350750000274274
"[{'theta': array([-2734.09011919, -2229.0081461 ,     0.        , -3185.84787544,
           0.        , -6631.42660139,     0.        ]), 'n_active': 4, 'beta1_train': -245.69200145134423, 'beta0_train': -575.9038507237051, 'beta1_val': -545.7741309772243, 'beta0_val': -550.158713038226, 'selected_score': -575.9038507237051, 'evaluations': 185, 'seconds': 0.2532741999893915, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",37,1814.690149444447,1666.9696662253973,0.2532741999893915,0.2962666999956127
"[{'theta': array([-5354.20768003, -1048.34308586,     0.        , -5014.90706852,
           0.        , -4154.07811848,     0.        ]), 'n_active': 4, 'beta1_train': -824.5011846009434, 'beta0_train': -1119.141103818352, 'beta1_val': -254.5321499031154, 'beta0_val': -1084.2516820190995, 'selected_score': -1119.141103818352, 'evaluations': 185, 'seconds': 0.28017410000029486, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",38,1666.9696662253973,2916.9556688888874,0.28017410000029486,0.33269579999614507
"[{'theta': array([-6559.12895987, -7152.27183312,     0.        ,  -789.04376953,
           0.        , -2722.90510589,     0.        ]), 'n_active': 4, 'beta1_train': 235.7363709328501, 'beta0_train': -588.9408681647132, 'beta1_val': 767.7526547641062, 'beta0_val': -882.8722480886893, 'selected_score': -647.0277570283474, 'evaluations': 185, 'seconds': 0.27278410000144504, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",39,2916.9556688888874,3160.7725325967876,0.27278410000144504,0.3252481999952579
"[{'theta': array([-6930.36713851, -5665.38733523,     0.        ,  -659.47347701,
           0.        ,  -550.01479181,     0.        ]), 'n_active': 4, 'beta1_train': 605.7169549761634, 'beta0_train': -18.881710013648227, 'beta1_val': -112.4033816185705, 'beta0_val': -662.4473084853615, 'selected_score': -78.55728059267128, 'evaluations': 185, 'seconds': 0.2727364000020316, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",40,3160.7725325967876,2340.9147716666707,0.2727364000020316,0.31885279998823535
"[{'theta': array([-2175.39911096, -1312.06223842,     0.        , -6325.36261367,
           0.        , -9525.91232803,     0.        ]), 'n_active': 4, 'beta1_train': 726.060617070854, 'beta0_train': -242.66452088221573, 'beta1_val': -533.5565817014595, 'beta0_val': -1282.5149334814816, 'selected_score': -242.66452088221573, 'evaluations': 185, 'seconds': 0.3078506000019843, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",41,2340.9147716666707,2712.49457943551,0.3078506000019843,0.3476768999971682
"[{'theta': array([-7.72032137e+03, -5.88973713e+03, -5.19545125e-01, -6.72328558e+02,
       -2.94801116e-01, -4.85248914e+03,  2.13011464e-01]), 'n_active': 7, 'beta1_train': 425.2099300276552, 'beta0_train': -152.06312575060673, 'beta1_val': 73.67598795664469, 'beta0_val': -804.511372031441, 'selected_score': -177.36121802931683, 'evaluations': 320, 'seconds': 0.34158570000727195, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2712.49457943551,1482.6722181481493,0.34158570000727195,0.38348749998840503
"[{'theta': array([-4.76918129e+03, -7.58477746e+03,  3.76343080e-01, -6.26682376e+02,
       -1.83758064e-02, -3.36900769e+03,  1.07130473e+00]), 'n_active': 7, 'beta1_train': 553.8907108363106, 'beta0_train': 143.1956586137393, 'beta1_val': 126.40656471360376, 'beta0_val': -379.2673738112358, 'selected_score': 107.4962307934772, 'evaluations': 320, 'seconds': 0.2983142000011867, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1482.6722181481493,1682.250786853842,0.2983142000011867,0.33844620001036674
"[{'theta': array([-4.61820148e+03, -4.91470930e+03,  2.56569942e-01, -5.18736584e+03,
        9.88699532e-01, -3.38817422e+03, -7.80182819e-01]), 'n_active': 7, 'beta1_train': -598.3735933985673, 'beta0_train': -800.2078234868113, 'beta1_val': -366.14403673437806, 'beta0_val': -746.0884200870809, 'selected_score': -800.2078234868113, 'evaluations': 320, 'seconds': 0.3212504999974044, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1682.250786853842,2390.947462507862,0.3212504999974044,0.36213880000286736
"[{'theta': array([-5.61142952e+03, -6.76360295e+03, -8.53605501e-01, -3.40420830e+02,
        1.07383821e+00, -2.50741890e+03, -3.62739015e-01]), 'n_active': 7, 'beta1_train': -1843.454271489069, 'beta0_train': -2101.470055408361, 'beta1_val': -1585.287051731774, 'beta0_val': -2116.5623047281047, 'selected_score': -2105.3341644782768, 'evaluations': 320, 'seconds': 0.3067548999970313, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2390.947462507862,6362.775817292893,0.3067548999970313,0.34838500000478234
"[{'theta': array([-9.47280307e+03, -4.36306300e+03, -4.60029094e-01, -9.58085292e+02,
        5.21160119e-01, -8.42947401e+03,  4.38767321e-01]), 'n_active': 7, 'beta1_train': 657.6865273619333, 'beta0_train': -157.4002397647562, 'beta1_val': 178.5951249123898, 'beta0_val': -694.6612513258202, 'selected_score': -172.37140668260813, 'evaluations': 320, 'seconds': 0.32798230000480544, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,6362.775817292893,1729.4166811111127,0.32798230000480544,0.36928260000422597
"[{'theta': array([-4.72525314e+03, -5.35877849e+03, -1.49023497e+00, -6.96721302e+02,
       -1.38137508e+00, -3.13513961e+03,  3.17744616e-02]), 'n_active': 7, 'beta1_train': 380.17304921283977, 'beta0_train': -312.49177398249753, 'beta1_val': -561.3169849320941, 'beta0_val': -697.3901222729146, 'selected_score': -360.42137103192556, 'evaluations': 320, 'seconds': 0.2971473999932641, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1729.4166811111127,2601.8862949586332,0.2971473999932641,0.33662649999314453
"[{'theta': array([-2.95116940e+03, -7.73803383e+03,  1.44289335e+00, -6.35712086e+02,
       -1.63698914e+00, -3.26223019e+03, -1.10187260e+00]), 'n_active': 7, 'beta1_train': 790.1546347121778, 'beta0_train': -510.56733762419753, 'beta1_val': -430.2856578310194, 'beta0_val': -932.1013705572285, 'selected_score': -586.0491481170027, 'evaluations': 320, 'seconds': 0.3183485000045039, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2601.8862949586332,2398.993792222226,0.3183485000045039,0.3664699999935692
"[{'theta': array([-8.92156897e+03, -1.96048935e+02, -1.49903470e-01, -6.97388790e+02,
        1.73539205e+00, -3.80561900e+03,  7.45162265e-01]), 'n_active': 7, 'beta1_train': 756.2750124324211, 'beta0_train': -14.395004824934652, 'beta1_val': -388.20953757928396, 'beta0_val': -434.9465779411994, 'selected_score': -102.0931320409509, 'evaluations': 320, 'seconds': 0.3094591999979457, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2398.993792222226,1842.9204503703704,0.3094591999979457,0.3522421999950893
"[{'theta': array([-8.58075156e+03, -1.09949774e+03, -3.43923730e-01, -9.42928295e+02,
        9.74824635e-02, -9.58053774e+03,  1.67938421e+00]), 'n_active': 7, 'beta1_train': 448.5329661473335, 'beta0_train': -222.99135208087318, 'beta1_val': 289.38246970503053, 'beta0_val': -594.6317093907651, 'selected_score': -223.11780493351088, 'evaluations': 320, 'seconds': 0.30617109999002423, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1842.9204503703704,1848.4076083333334,0.30617109999002423,0.3496166999975685
"[{'theta': array([-3.35954558e+03, -5.77146248e+02, -1.98023969e-01, -2.38351798e+03,
        3.05839890e-01, -7.61768041e+03, -6.64283459e-01]), 'n_active': 7, 'beta1_train': -371.8774973674936, 'beta0_train': -548.9892309368855, 'beta1_val': -511.3921790714869, 'beta0_val': -517.4296448833214, 'selected_score': -548.9892309368855, 'evaluations': 320, 'seconds': 0.3174903000035556, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1848.4076083333334,1797.2866320707055,0.3174903000035556,0.36456980000366457
"[{'theta': array([-7.83211543e+03, -2.12263575e+03, -1.67528457e+00, -8.97238812e+03,
       -8.12105440e-01, -2.53848400e+03,  1.75855924e-02]), 'n_active': 7, 'beta1_train': -4052.5125302789406, 'beta0_train': -4297.0146189897605, 'beta1_val': -4181.794786270395, 'beta0_val': -4182.706058674733, 'selected_score': -4297.0146189897605, 'evaluations': 320, 'seconds': 0.3122165000095265, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1797.2866320707055,9905.31151759259,0.3122165000095265,0.35724080000363756
"[{'theta': array([-2.06021744e+03, -9.55832679e+03,  6.19890076e-01, -6.84041153e+02,
        9.04865150e-01, -9.49111891e+03,  1.24423000e+00]), 'n_active': 7, 'beta1_train': 430.35915374913617, 'beta0_train': -453.3777720477686, 'beta1_val': -462.7091301626382, 'beta0_val': -742.6041173298156, 'selected_score': -493.21204346376976, 'evaluations': 320, 'seconds': 0.3411647000029916, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,9905.31151759259,1752.2031020271997,0.3411647000029916,0.3863362000120105
"[{'theta': array([-3.69390440e+03, -8.00514682e+03,  1.80542186e-01, -9.22767557e+02,
        1.10989459e+00, -8.99634687e+03,  1.47213373e+00]), 'n_active': 7, 'beta1_train': -349.8912759362925, 'beta0_train': -1038.1165280317757, 'beta1_val': -1276.7426156502092, 'beta0_val': -1443.0827438322037, 'selected_score': -1059.5906857077878, 'evaluations': 320, 'seconds': 0.31965380000474397, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1752.2031020271997,2978.1121944840434,0.31965380000474397,0.3625444999925094
"[{'theta': array([-3.03356914e+03, -7.78119034e+03,  8.66200318e-01, -7.16403037e+02,
        1.07809059e+00, -6.64585799e+03, -1.21650734e+00]), 'n_active': 7, 'beta1_train': 223.65042846939502, 'beta0_train': -341.69323037199496, 'beta1_val': 1384.8527584506576, 'beta0_val': -164.06597773002136, 'selected_score': -368.79385261080523, 'evaluations': 320, 'seconds': 0.3395075999869732, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2978.1121944840434,1851.9127472222197,0.3395075999869732,0.3892982999968808
"[{'theta': array([-7.64374672e+03, -1.35353036e+03,  5.57604376e-01, -7.17804261e+02,
       -4.37005766e-01, -2.34293342e+03,  1.14824878e+00]), 'n_active': 7, 'beta1_train': 3.0386781130861626, 'beta0_train': -676.5120500641258, 'beta1_val': 1171.6358637808737, 'beta0_val': -1074.1627387858014, 'selected_score': -693.8587441795069, 'evaluations': 320, 'seconds': 0.31010049999167677, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1851.9127472222197,2517.9890170370386,0.31010049999167677,0.36004300000786316
"[{'theta': array([-5.88555511e+03, -1.41238194e+03, -4.12784140e-01, -6.67661313e+02,
       -2.49364384e-02, -7.74423779e+03,  5.22703667e-01]), 'n_active': 7, 'beta1_train': 741.6764372262994, 'beta0_train': -63.98065753052576, 'beta1_val': -447.9406942439687, 'beta0_val': -479.4383497872231, 'selected_score': -110.88507123963254, 'evaluations': 320, 'seconds': 0.31566530000418425, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2517.9890170370386,1833.2847925817466,0.31566530000418425,0.3598146000003908
"[{'theta': array([-8.83252741e+03, -3.14975562e+02, -1.47620918e+00, -6.39818495e+02,
        7.00857416e-01, -3.28867347e+03,  3.21249570e-01]), 'n_active': 7, 'beta1_train': -135.7095408739317, 'beta0_train': -510.779053233128, 'beta1_val': -410.2239939478952, 'beta0_val': -503.06961467602963, 'selected_score': -511.4642672260762, 'evaluations': 320, 'seconds': 0.31993440000223927, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1833.2847925817466,1959.3213600000008,0.31993440000223927,0.36917360000370536
"[{'theta': array([-7.29925870e+03, -3.23991458e+03,  1.82160168e+00, -4.61909266e+02,
       -1.81686861e-01, -8.24716059e+03,  1.37176459e+00]), 'n_active': 7, 'beta1_train': -992.9766968419286, 'beta0_train': -1218.3829797338867, 'beta1_val': -1209.56567708377, 'beta0_val': -1249.9265909390128, 'selected_score': -1219.910690667576, 'evaluations': 320, 'seconds': 0.1227398000046378, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1959.3213600000008,4279.088959629635,0.1227398000046378,0.161419099997147
"[{'theta': array([-1.99013072e+03, -9.08232569e+03, -5.47193616e-01, -5.75956096e+02,
        7.19607519e-01, -6.73751401e+02,  8.74764059e-01]), 'n_active': 7, 'beta1_train': 1285.8689443807837, 'beta0_train': -95.2000399915699, 'beta1_val': 3135.010006387476, 'beta0_val': -729.446189760005, 'selected_score': -163.44776991478392, 'evaluations': 320, 'seconds': 0.35025730000052135, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,4279.088959629635,1887.3044688017585,0.35025730000052135,0.384105000004638
"[{'theta': array([-5.18944077e+03, -1.66233604e+03, -4.15400203e-01, -7.28801448e+02,
       -1.25672479e-01, -1.10031999e+03, -4.54089464e-01]), 'n_active': 7, 'beta1_train': 858.3839155869333, 'beta0_train': -16.28638853408019, 'beta1_val': 175.72173835074238, 'beta0_val': -700.4143436201853, 'selected_score': -96.83267463985632, 'evaluations': 320, 'seconds': 0.4330636999948183, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1887.3044688017585,1833.9935024074089,0.4330636999948183,0.49350840000261087
"[{'theta': array([-5.97150769e+02, -4.36459822e+03, -1.01962331e+00, -6.58198458e+02,
        1.92460977e+00, -3.46281818e+03, -1.79850521e+00]), 'n_active': 7, 'beta1_train': 238.8260308370751, 'beta0_train': -402.0006047388684, 'beta1_val': 635.3703648543363, 'beta0_val': 387.14150183616164, 'selected_score': -435.82938627268567, 'evaluations': 320, 'seconds': 0.41728799999691546, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1833.9935024074089,1788.9931983333333,0.41728799999691546,0.47459820000221953
"[{'theta': array([-8.78204785e+02, -7.16861974e+03, -2.95776210e-01, -6.46639823e+02,
        8.40347106e-01, -1.48383622e+03, -9.60080312e-01]), 'n_active': 7, 'beta1_train': 259.57204098477723, 'beta0_train': -403.8917319676461, 'beta1_val': 15382.345285310868, 'beta0_val': 15609.536199129956, 'selected_score': -425.2219807647492, 'evaluations': 320, 'seconds': 0.4047201000066707, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1788.9931983333333,2360.551285773907,0.4047201000066707,0.44853239999793004
"[{'theta': array([-4.70672257e+03, -4.15923662e+03,  7.51610376e-01, -4.36259037e+02,
        1.27597250e+00, -8.80863335e+03,  5.10931802e-02]), 'n_active': 7, 'beta1_train': 1718.1018857537597, 'beta0_train': 569.022158137294, 'beta1_val': 994.5051564647125, 'beta0_val': -293.37334381003825, 'selected_score': 478.51176953685325, 'evaluations': 320, 'seconds': 0.09656459999678191, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2360.551285773907,1630.3169412962961,0.09656459999678191,0.11919640000269283
"[{'theta': array([-4.43296748e+03, -2.01283108e+03,  1.17368916e+00, -5.25311680e+03,
        3.24054570e-01, -2.50714016e+03, -1.88005561e+00]), 'n_active': 7, 'beta1_train': -271.0674558532345, 'beta0_train': -453.9878166567225, 'beta1_val': -98.78196313006674, 'beta0_val': -394.16433812345696, 'selected_score': -453.9878166567225, 'evaluations': 320, 'seconds': 0.36242269999638665, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1630.3169412962961,2438.538383230024,0.36242269999638665,0.38920470001176
"[{'theta': array([-1.69664959e+03, -8.20853807e+03, -2.11755403e-01, -2.92875117e+03,
        1.47598361e+00, -7.37822480e+03, -9.44651042e-02]), 'n_active': 7, 'beta1_train': -3515.339634595732, 'beta0_train': -4043.7713623014834, 'beta1_val': -3363.1866911798106, 'beta0_val': -4085.8135480511173, 'selected_score': -4043.7713623014834, 'evaluations': 320, 'seconds': 0.09514569999009836, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2438.538383230024,9572.336512962962,0.09514569999009836,0.1146664999978384
"[{'theta': array([-6.17749445e+03, -6.72315643e+03, -1.09414649e+00, -7.02558833e+02,
       -1.08320652e+00, -4.78259897e+03, -2.81779986e-01]), 'n_active': 7, 'beta1_train': -346.38141338892586, 'beta0_train': -886.2384394695831, 'beta1_val': -117.21964748078449, 'beta0_val': -1167.7957457942387, 'selected_score': -965.1155648839964, 'evaluations': 320, 'seconds': 0.10031750000780448, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,9572.336512962962,3568.6915031481476,0.10031750000780448,0.12161440000636503
"[{'theta': array([-3.69620539e+03, -6.69234028e+02, -1.81775100e+00, -9.23320168e+02,
       -1.49036628e+00, -9.16515249e+02,  1.49957650e-01]), 'n_active': 7, 'beta1_train': 356.4895869982, 'beta0_train': -348.54057825011984, 'beta1_val': -798.9474520262888, 'beta0_val': -855.8628688480775, 'selected_score': -432.5156014107673, 'evaluations': 320, 'seconds': 0.09835020000173245, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,3568.6915031481476,2895.0439141772413,0.09835020000173245,0.11719479999737814
"[{'theta': array([-1.72118798e+03, -1.02529800e+03, -8.89467851e-01, -8.38316125e+02,
        1.17126023e+00, -4.74670975e+03, -3.74522637e-01]), 'n_active': 7, 'beta1_train': 1210.5802214274336, 'beta0_train': -279.48623434466765, 'beta1_val': 1932.3339796852101, 'beta0_val': -878.2646116869201, 'selected_score': -318.5657338704221, 'evaluations': 320, 'seconds': 0.09580759999516886, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2895.0439141772413,1822.014391296299,0.09580759999516886,0.11461650001001544
"[{'theta': array([-1.35577855e+02, -3.72926923e+03,  1.93488852e+00, -1.04591912e+03,
        1.64769772e-01, -9.13958395e+03,  1.39256286e+00]), 'n_active': 7, 'beta1_train': 38.72197671726956, 'beta0_train': -552.2845309475061, 'beta1_val': -1037.7070697869965, 'beta0_val': -1037.7070697869965, 'selected_score': -561.1620566445146, 'evaluations': 320, 'seconds': 0.09351770000648685, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,1822.014391296299,2464.640713148147,0.09351770000648685,0.11246560000290629
"[{'theta': array([-9600., -9600.,     0., -9600.,     0., -9600.,     0.]), 'n_active': 7, 'beta1_train': 492.80798606892745, 'beta0_train': -16.618712769850337, 'beta1_val': 4277.176453914117, 'beta0_val': -55.223050239987856, 'selected_score': -16.618712769850337, 'evaluations': 320, 'seconds': 0.0908491000009235, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}]",42,2464.640713148147,2154.2635631481467,0.0908491000009235,0.11041890000342391
