calibrations,residual_count,initial_soc_kwh,final_soc_kwh,calibration_seconds,day_seconds
"[{'theta': array([-2334.84048275]), 'n_active': 1, 'beta1_train': -4237.308113295289, 'beta0_train': -4318.146010706332, 'beta1_val': -4295.3196250441915, 'beta0_val': -4306.435580400217, 'selected_score': -4318.146010706332, 'evaluations': 25, 'seconds': 0.03366340001230128, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.56970448e+03,  1.20138149e+00]), 'n_active': 2, 'beta1_train': 311.6673831759592, 'beta0_train': -2841.3243562247294, 'beta1_val': -392.0212887399275, 'beta0_val': -2998.609182865602, 'selected_score': -2841.3243562247294, 'evaluations': 55, 'seconds': 0.03926869999850169, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-8.66865712e+02,  3.96073997e-01, -2.25683938e+02, -1.64495084e-01]), 'n_active': 4, 'beta1_train': -524.0351548713408, 'beta0_train': -752.9419371998389, 'beta1_val': -449.14512022204457, 'beta0_val': -848.9398889205977, 'selected_score': -753.5157508111582, 'evaluations': 185, 'seconds': 0.13383170000452083, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,9457.41477417492,1899.4602556329246,0.2067638000153238,0.3309715000068536
"[{'theta': array([-6553.98120593]), 'n_active': 1, 'beta1_train': -3875.8469962902777, 'beta0_train': -3893.9264146486003, 'beta1_val': -3895.2, 'beta0_val': -3895.2, 'selected_score': -3893.9264146486003, 'evaluations': 50, 'seconds': 0.05546429999230895, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-4.11859386e+03,  1.96363095e+00]), 'n_active': 2, 'beta1_train': 466.7818298163413, 'beta0_train': -2641.9516103497904, 'beta1_val': 449.8804177819461, 'beta0_val': -2513.3424656399193, 'selected_score': -2641.9516103497904, 'evaluations': 95, 'seconds': 0.059839699999429286, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-1.51881017e+03, -1.63183190e+00, -1.21727811e+03,  3.03320098e-02]), 'n_active': 4, 'beta1_train': -454.6842910811612, 'beta0_train': -648.7336544718539, 'beta1_val': -454.77742963314313, 'beta0_val': -690.6751874692235, 'selected_score': -648.7336544718539, 'evaluations': 185, 'seconds': 0.13701050000963733, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1899.4602556329246,1765.0717093837934,0.25231450000137556,0.3836864000040805
"[{'theta': array([-912.06034018]), 'n_active': 1, 'beta1_train': -3996.9387136602572, 'beta0_train': -4001.0268583423854, 'beta1_val': -3909.268755858041, 'beta0_val': -3909.268755858041, 'selected_score': -4001.0268583423854, 'evaluations': 50, 'seconds': 0.059275999999954365, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-8.35192738e+03,  1.88600514e+00]), 'n_active': 2, 'beta1_train': -324.295940999197, 'beta0_train': -3518.1759097716854, 'beta1_val': -207.8104274418215, 'beta0_val': -3340.640416739865, 'selected_score': -3518.1759097716854, 'evaluations': 95, 'seconds': 0.06071019999217242, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([0., 0., 0., 0.]), 'n_active': 4, 'beta1_train': -1110.238051115966, 'beta0_train': -1371.572718695541, 'beta1_val': 328.93046400968046, 'beta0_val': 1223.699733135733, 'selected_score': -1110.238051115966, 'evaluations': 185, 'seconds': 0.137039300010656, 'method': 'differential_evolution_v2', 'accepted_search': False, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1765.0717093837934,3499.1343146637605,0.2570255000027828,0.38770630001090467
"[{'theta': array([-7114.5283467]), 'n_active': 1, 'beta1_train': -3996.470981071232, 'beta0_train': -4008.2933167171536, 'beta1_val': -4009.2000000000003, 'beta0_val': -4009.2000000000003, 'selected_score': -4008.2933167171536, 'evaluations': 50, 'seconds': 0.05566040000121575, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-1.66491966e+03, -1.65338680e+00]), 'n_active': 2, 'beta1_train': 454.3775842601543, 'beta0_train': -2802.4070563735627, 'beta1_val': -390.35284401743775, 'beta0_val': -3052.335562675381, 'selected_score': -2802.4070563735627, 'evaluations': 55, 'seconds': 0.03962969999702182, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.36496496e+02,  1.84226138e+00, -2.93092110e+03, -1.22095959e+00]), 'n_active': 4, 'beta1_train': -303.01057083852265, 'beta0_train': -624.8430390248762, 'beta1_val': -342.31919745480116, 'beta0_val': -746.4974400918841, 'selected_score': -634.1207607397063, 'evaluations': 185, 'seconds': 0.15429089999815915, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,3499.1343146637605,1540.6585652831577,0.2495809999963967,0.3804895000066608
"[{'theta': array([-394.16092829]), 'n_active': 1, 'beta1_train': -1038.7974017421097, 'beta0_train': -1048.4553572299008, 'beta1_val': -933.2946585504848, 'beta0_val': -1022.5072645797923, 'selected_score': -1048.4553572299008, 'evaluations': 20, 'seconds': 0.03853039999376051, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-8.52326794e+02,  2.71812579e-01]), 'n_active': 2, 'beta1_train': 2445.835825117456, 'beta0_train': -575.7131974229849, 'beta1_val': 2447.112643637173, 'beta0_val': 439.5389144515932, 'selected_score': -577.8606938825495, 'evaluations': 95, 'seconds': 0.06278109998675063, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-5.50359720e+03,  5.52134870e-01, -5.17288125e+02, -4.07020688e-01]), 'n_active': 4, 'beta1_train': -64.54478883881029, 'beta0_train': -230.43530196475393, 'beta1_val': -229.4755611922543, 'beta0_val': -229.4755611922543, 'selected_score': -230.43530196475393, 'evaluations': 105, 'seconds': 0.0950172000011662, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1540.6585652831577,1953.5875474563588,0.19632869998167735,0.3259235000004992
"[{'theta': array([-8946.26829521]), 'n_active': 1, 'beta1_train': -864.0164357995465, 'beta0_train': -869.4700926864458, 'beta1_val': -844.373063440434, 'beta0_val': -844.373063440434, 'selected_score': -869.4700926864458, 'evaluations': 20, 'seconds': 0.030287600005976856, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.86660655e+03,  4.41763665e-01]), 'n_active': 2, 'beta1_train': -1183.196030213375, 'beta0_train': -2567.9999999999995, 'beta1_val': -1312.9976128893074, 'beta0_val': -2567.9999999999995, 'selected_score': -2567.9999999999995, 'evaluations': 55, 'seconds': 0.04302159999497235, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-8.73029701e+01,  1.50540434e-01, -4.68985446e+02,  7.45659845e-01]), 'n_active': 4, 'beta1_train': -312.16121999860184, 'beta0_train': -447.58810518991027, 'beta1_val': -448.18295716704716, 'beta0_val': -470.34298732900334, 'selected_score': -447.71121686439125, 'evaluations': 185, 'seconds': 0.14055630000075325, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1953.5875474563588,1814.8189160929405,0.21386550000170246,0.3431387000018731
"[{'theta': array([-4653.9903489]), 'n_active': 1, 'beta1_train': -1375.110902967725, 'beta0_train': -1383.9131068380104, 'beta1_val': -1336.972769301724, 'beta0_val': -1336.972769301724, 'selected_score': -1383.9131068380104, 'evaluations': 15, 'seconds': 0.02499069999612402, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-9.16889918e+03,  7.07595352e-02]), 'n_active': 2, 'beta1_train': -3051.9161994791557, 'beta0_train': -4189.912514077556, 'beta1_val': -3560.241585332178, 'beta0_val': -4191.599999999999, 'selected_score': -4189.912514077556, 'evaluations': 45, 'seconds': 0.03767760000482667, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-1.21735567e+03, -1.75152446e+00, -6.57555284e+03, -5.02722698e-01]), 'n_active': 4, 'beta1_train': -2320.3727943655595, 'beta0_train': -2465.9394991624245, 'beta1_val': -2508.1001580593784, 'beta0_val': -2535.682616454643, 'selected_score': -2465.9394991624245, 'evaluations': 185, 'seconds': 0.1358903999935137, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1814.8189160929405,6410.686014727622,0.1985586999944644,0.32645160000538453
"[{'theta': array([-2596.1476511]), 'n_active': 1, 'beta1_train': -2600.86067916883, 'beta0_train': -3762.964506440673, 'beta1_val': -2444.929522121377, 'beta0_val': -3744.9871298203607, 'selected_score': -3762.964506440673, 'evaluations': 20, 'seconds': 0.028808499992010184, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.18423458e+03, -3.92512555e-01]), 'n_active': 2, 'beta1_train': 478.8292172366448, 'beta0_train': -2557.4582979923152, 'beta1_val': -44.79231988147694, 'beta0_val': -2895.3889716637373, 'selected_score': -2557.4582979923152, 'evaluations': 55, 'seconds': 0.03903240000363439, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.44811453e+03, -1.57599001e+00, -7.42273503e+03,  4.65669430e-01]), 'n_active': 4, 'beta1_train': -557.8622056429376, 'beta0_train': -699.1460121410797, 'beta1_val': -720.2251304459068, 'beta0_val': -720.2251304459068, 'selected_score': -699.1460121410797, 'evaluations': 185, 'seconds': 0.1326981999882264, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,6410.686014727622,2008.8120007561733,0.20053909998387098,0.32756930000323337
"[{'theta': array([-2700.51606345]), 'n_active': 1, 'beta1_train': -3905.0396331995853, 'beta0_train': -3929.1038595114424, 'beta1_val': -3923.4232158666664, 'beta0_val': -3930.0, 'selected_score': -3929.1038595114424, 'evaluations': 50, 'seconds': 0.05934160000470001, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-3.42356944e+03,  2.07245216e-01]), 'n_active': 2, 'beta1_train': -582.2293434197913, 'beta0_train': -3561.2789488181083, 'beta1_val': -206.21191304342346, 'beta0_val': -3484.477727521621, 'selected_score': -3561.2789488181083, 'evaluations': 95, 'seconds': 0.0646231999999145, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-4.22395850e+03, -7.77792742e-01, -8.29622405e+03, -9.25239159e-01]), 'n_active': 4, 'beta1_train': -489.31965813759365, 'beta0_train': -671.5549951836292, 'beta1_val': -739.1544214945221, 'beta0_val': -739.1544214945242, 'selected_score': -671.5549951836292, 'evaluations': 105, 'seconds': 0.09514360000321176, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2008.8120007561733,1661.8708371385083,0.21910840000782628,0.34838360000867397
"[{'theta': array([-4149.28012725]), 'n_active': 1, 'beta1_train': -4219.225168577925, 'beta0_train': -4225.558124014395, 'beta1_val': -4161.673001538188, 'beta0_val': -4161.673001538188, 'selected_score': -4225.558124014395, 'evaluations': 25, 'seconds': 0.03494140000839252, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-6.11659240e+03,  1.36218246e+00]), 'n_active': 2, 'beta1_train': -215.94476050309513, 'beta0_train': -3038.6480393260335, 'beta1_val': 1884.8595137583302, 'beta0_val': -2346.2242076190173, 'selected_score': -3038.6480393260335, 'evaluations': 95, 'seconds': 0.06759810000949074, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-2.96396387e+02,  6.24848540e-01, -5.32128133e+03, -4.17904818e-01]), 'n_active': 4, 'beta1_train': -1039.2262095733568, 'beta0_train': -1341.9602961915505, 'beta1_val': -997.8817896728763, 'beta0_val': -1341.1551137947001, 'selected_score': -1346.574848626136, 'evaluations': 185, 'seconds': 0.13944419998733792, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1661.8708371385083,3300.9585381626866,0.24198370000522118,0.37857879999501165
"[{'theta': array([-5120.01229858]), 'n_active': 1, 'beta1_train': -3758.242462761174, 'beta0_train': -3761.532169059007, 'beta1_val': -3688.8659486674005, 'beta0_val': -3702.611413632525, 'selected_score': -3761.532169059007, 'evaluations': 15, 'seconds': 0.027017200001864694, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.00267128e+03,  7.06861978e-01]), 'n_active': 2, 'beta1_train': 11.50044647575964, 'beta0_train': -2692.3015021884835, 'beta1_val': -461.00380825986485, 'beta0_val': -2788.3305976042825, 'selected_score': -2692.3015021884835, 'evaluations': 95, 'seconds': 0.060884500009706244, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-4.61549158e+02,  1.32853870e+00, -4.10764917e+03,  9.77135146e-01]), 'n_active': 4, 'beta1_train': -325.23256828855455, 'beta0_train': -623.8389031471196, 'beta1_val': 233.77838927452058, 'beta0_val': -691.1820228606337, 'selected_score': -626.8227072128167, 'evaluations': 185, 'seconds': 0.1343057000049157, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,3300.9585381626866,2134.044516623515,0.22220740001648664,0.3506426999956602
"[{'theta': array([-1326.57132708]), 'n_active': 1, 'beta1_train': -2165.3418765618467, 'beta0_train': -2165.797459642451, 'beta1_val': -2164.3119226990566, 'beta0_val': -2164.3119226990566, 'selected_score': -2165.797459642451, 'evaluations': 20, 'seconds': 0.030229600000893697, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.70833131e+03,  2.94606967e-01]), 'n_active': 2, 'beta1_train': 1101.4108578826138, 'beta0_train': -1848.882203503021, 'beta1_val': 1024.572437559083, 'beta0_val': -1973.14891292747, 'selected_score': -1848.882203503021, 'evaluations': 95, 'seconds': 0.06443189999845345, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-3.06656767e+02,  4.77393290e-01, -7.49146809e+03,  1.45210285e+00]), 'n_active': 4, 'beta1_train': -83.05873001742411, 'beta0_train': -347.3439244873669, 'beta1_val': -292.64679456190686, 'beta0_val': -450.1400458679766, 'selected_score': -347.83300083700436, 'evaluations': 185, 'seconds': 0.1289050000050338, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2134.044516623515,1775.4883369525328,0.22356650000438094,0.35435819999838714
"[{'theta': array([-7302.73389935]), 'n_active': 1, 'beta1_train': -362.0929730311511, 'beta0_train': -364.09258897646396, 'beta1_val': -360.87910338056514, 'beta0_val': -360.87910338056514, 'selected_score': -364.09258897646396, 'evaluations': 20, 'seconds': 0.028066600003512576, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.83709871e+03,  1.11283098e+00]), 'n_active': 2, 'beta1_train': -541.1275137372611, 'beta0_train': -1335.6, 'beta1_val': -216.8020049471072, 'beta0_val': -1335.6, 'selected_score': -1335.6, 'evaluations': 65, 'seconds': 0.04402549999940675, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.10230686e+03,  5.87541880e-01, -2.36880224e+03,  7.37649896e-02]), 'n_active': 4, 'beta1_train': -115.06074464260524, 'beta0_train': -225.29548490135178, 'beta1_val': -165.59034134371615, 'beta0_val': -217.49012176189697, 'selected_score': -225.29548490135178, 'evaluations': 185, 'seconds': 0.14510139999038074, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1775.4883369525328,1259.5501662533395,0.21719349999330007,0.3540486999991117
"[{'theta': array([-2114.62438077]), 'n_active': 1, 'beta1_train': -1220.2629049742877, 'beta0_train': -1222.5720867010255, 'beta1_val': -1316.3169930005956, 'beta0_val': -1316.3169930005956, 'selected_score': -1222.5720867010255, 'evaluations': 15, 'seconds': 0.023758499999530613, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.95754126e+03, -2.35925538e-01]), 'n_active': 2, 'beta1_train': -3515.4720367101554, 'beta0_train': -4341.6, 'beta1_val': -3246.372758439064, 'beta0_val': -4341.6, 'selected_score': -4341.6, 'evaluations': 55, 'seconds': 0.04219699998793658, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-2.11222957e+03,  1.79523768e-01, -3.72204250e+02,  1.10969241e+00]), 'n_active': 4, 'beta1_train': -3979.6688158121747, 'beta0_train': -4046.512842850957, 'beta1_val': -3952.0748665581896, 'beta0_val': -3952.0748665581896, 'selected_score': -4046.512842850957, 'evaluations': 185, 'seconds': 0.1392519000073662, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1259.5501662533395,9855.093706819966,0.2052073999948334,0.3306937999877846
"[{'theta': array([-4841.22483309]), 'n_active': 1, 'beta1_train': -3226.960077199223, 'beta0_train': -3232.870642511292, 'beta1_val': -3210.8969228518517, 'beta0_val': -3210.8969228518517, 'selected_score': -3232.870642511292, 'evaluations': 15, 'seconds': 0.024888200001441874, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.79930097e+03, -1.26168729e+00]), 'n_active': 2, 'beta1_train': 763.6895302082951, 'beta0_train': -2119.48015421811, 'beta1_val': 294.5324465166841, 'beta0_val': -2386.4594285676185, 'selected_score': -2119.48015421811, 'evaluations': 95, 'seconds': 0.06533549999585375, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-5.59666243e+03, -1.85312716e+00, -3.09878578e+03,  1.10686696e+00]), 'n_active': 4, 'beta1_train': -298.32729299079534, 'beta0_train': -592.5955893057637, 'beta1_val': -440.0547574062975, 'beta0_val': -527.2870039729083, 'selected_score': -592.5955893057637, 'evaluations': 125, 'seconds': 0.09977549999894109, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,9855.093706819966,1560.0683159259256,0.1899991999962367,0.3248760999995284
"[{'theta': array([-7509.02829347]), 'n_active': 1, 'beta1_train': -3917.2119891445086, 'beta0_train': -3939.0691043090087, 'beta1_val': -3934.1896339386503, 'beta0_val': -3934.1896339386503, 'selected_score': -3939.0691043090087, 'evaluations': 50, 'seconds': 0.06257259999983944, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-2.35730141e+03,  7.26466179e-01]), 'n_active': 2, 'beta1_train': 486.8011030450009, 'beta0_train': -2485.4871320103775, 'beta1_val': -794.2171218832091, 'beta0_val': -3154.392908205198, 'selected_score': -2485.4871320103775, 'evaluations': 35, 'seconds': 0.03031560000090394, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-3.65044173e+02,  7.05998489e-01, -6.15621415e+03,  8.63133405e-01]), 'n_active': 4, 'beta1_train': -438.86928449300484, 'beta0_train': -736.5247950083226, 'beta1_val': 67.51252804846536, 'beta0_val': -629.1175527068784, 'selected_score': -739.283805961629, 'evaluations': 185, 'seconds': 0.13930029999755789, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1560.0683159259256,1742.7041185185187,0.23218849999830127,0.35560150000674184
"[{'theta': array([-7594.79412857]), 'n_active': 1, 'beta1_train': -3390.798319233309, 'beta0_train': -3395.1821771673667, 'beta1_val': -3446.529727668647, 'beta0_val': -3446.529727668647, 'selected_score': -3395.1821771673667, 'evaluations': 20, 'seconds': 0.027715999996871687, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-4.42361918e+03,  2.88951368e-01]), 'n_active': 2, 'beta1_train': -474.3764465832833, 'beta0_train': -3073.0092356320456, 'beta1_val': -1417.8076772683999, 'beta0_val': -3478.3414487260725, 'selected_score': -3073.0092356320456, 'evaluations': 55, 'seconds': 0.04932730000291485, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-5.22879990e+03,  1.15762303e+00, -9.01447583e+03, -6.32429018e-01]), 'n_active': 4, 'beta1_train': -258.4478515231313, 'beta0_train': -603.3180501229597, 'beta1_val': -756.5593789322638, 'beta0_val': -756.5593789322638, 'selected_score': -603.3180501229597, 'evaluations': 105, 'seconds': 0.08949239998764824, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,1742.7041185185187,2062.5567061471147,0.16653569998743478,0.2906079999957001
"[{'theta': array([-5871.81846474]), 'n_active': 1, 'beta1_train': -2780.4544435222806, 'beta0_train': -2784.8851231135104, 'beta1_val': -2860.7598021416566, 'beta0_val': -2860.7598021416566, 'selected_score': -2784.8851231135104, 'evaluations': 20, 'seconds': 0.029170800000429153, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-7.61274231e+03, -8.49690612e-01]), 'n_active': 2, 'beta1_train': -2.6265040650583593, 'beta0_train': -2704.074052007129, 'beta1_val': -507.5506411061019, 'beta0_val': -3026.2459868263254, 'selected_score': -2704.074052007129, 'evaluations': 95, 'seconds': 0.06397899999865331, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-5.27924130e+03, -8.73146485e-01, -9.17126206e+03, -1.28802500e+00]), 'n_active': 4, 'beta1_train': -789.7800512753199, 'beta0_train': -911.5248124233725, 'beta1_val': -882.7653015997083, 'beta0_val': -977.7743410309998, 'selected_score': -911.5248124233725, 'evaluations': 145, 'seconds': 0.11390029999893159, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2062.5567061471147,2342.0839296233626,0.20705009999801405,0.33561399999598507
"[{'theta': array([-932.54632045]), 'n_active': 1, 'beta1_train': -554.7862220413225, 'beta0_train': -1064.2315838127, 'beta1_val': -967.2411197820045, 'beta0_val': -1104.5899425258315, 'selected_score': -1064.2315838127, 'evaluations': 20, 'seconds': 0.028995199987548403, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Optimization terminated successfully.'}, {'theta': array([-662.03476451,   -1.18381827]), 'n_active': 2, 'beta1_train': 2345.8533065475026, 'beta0_train': 851.6625975364868, 'beta1_val': 2647.153522678662, 'beta0_val': 2522.2759693518306, 'selected_score': 842.3884421027691, 'evaluations': 95, 'seconds': 0.06269449999672361, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'theta': array([-3.78724584e+03,  5.24130393e-01, -7.55969899e+03, -1.62307711e+00]), 'n_active': 4, 'beta1_train': 59.55882683764341, 'beta0_train': -219.49974652935063, 'beta1_val': -143.80325201732722, 'beta0_val': -205.5514618466725, 'selected_score': -219.49974652935063, 'evaluations': 185, 'seconds': 0.13454490000731312, 'method': 'differential_evolution_v2', 'accepted_search': True, 'solver_message': 'Maximum number of iterations has been exceeded.'}, {'update_slot': 108, 'theta': [], 'method': 'purchase_reoptimisation_only_no_recalibration', 'accepted_search': False, 'solver_message': '18:00 no recalibration (parameters locked at 12:00)'}]",42,2342.0839296233626,1213.1835,0.22623459999158513,0.360180700008641
